probs0,probs1,probs2,probs3,probs4,probs5,probs6,probs7,probs8,probs9,probs10,probs11,probs12,probs13,probs14,probs15,probs16,probs17,probs18,probs19,probs20,probs21,probs22,probs23,probs24
0.7291482090950012,0.6473187208175659,0.8030012249946594,0.6918230056762695,0.7590662837028503,0.7906123399734497,0.6301473379135132,0.7844810485839844,0.6691385507583618,0.6200465559959412,0.6781623959541321,0.7451422214508057,0.5203986763954163,0.6416494846343994,0.7046990990638733,0.8048868179321289,0.7725604772567749,0.6469151377677917,0.7287408113479614,0.6214321255683899,0.6598857641220093,0.46167734265327454,0.6185293197631836,0.6096736788749695,0.624695360660553
0.7340791821479797,0.6888818740844727,0.808095395565033,0.6840700507164001,0.7608758211135864,0.7941839694976807,0.6481363773345947,0.7799211740493774,0.6754738688468933,0.5999980568885803,0.6745546460151672,0.7425002455711365,0.5305757522583008,0.5824179649353027,0.7052794098854065,0.7974255681037903,0.7951844930648804,0.5794166922569275,0.7543011903762817,0.6154302954673767,0.6493868827819824,0.4723731577396393,0.6167260408401489,0.6098223328590393,0.6217396855354309
0.7628170847892761,0.7133957147598267,0.7826801538467407,0.66342693567276,0.7672297358512878,0.7922725677490234,0.6771329641342163,0.7782590389251709,0.6659795641899109,0.6145679950714111,0.698328971862793,0.737319827079773,0.5359100103378296,0.6408019661903381,0.7038061618804932,0.7819526791572571,0.8111985921859741,0.6377265453338623,0.7687599658966064,0.6116173267364502,0.6482610702514648,0.47554710507392883,0.6145138740539551,0.6077814698219299,0.6221145987510681
0.7725303769111633,0.7248846292495728,0.7620478272438049,0.6633844971656799,0.7515074014663696,0.7900967001914978,0.7041967511177063,0.7721141576766968,0.6422092318534851,0.6162927746772766,0.7163840532302856,0.7410992980003357,0.5599290132522583,0.5814613103866577,0.703257143497467,0.7669150233268738,0.8463497757911682,0.535496711730957,0.7976523637771606,0.6001322865486145,0.6438609957695007,0.4638425409793854,0.6133103966712952,0.6118757128715515,0.6111984848976135
0.7623211741447449,0.7407522201538086,0.7212265729904175,0.6212894320487976,0.7890070676803589,0.7835811972618103,0.7482855319976807,0.7549632787704468,0.6103982329368591,0.6015547513961792,0.695854127407074,0.7400169968605042,0.5871698260307312,0.6608167290687561,0.6958349347114563,0.7267727255821228,0.8388190865516663,0.5055689811706543,0.7905552983283997,0.5922762751579285,0.6430597305297852,0.4433700740337372,0.611720621585846,0.6160697937011719,0.6087477803230286
0.7222830653190613,0.7701317667961121,0.7042317390441895,0.6117775440216064,0.758912205696106,0.760148286819458,0.7578890323638916,0.717315673828125,0.6138753890991211,0.6001194715499878,0.6800610423088074,0.7376365661621094,0.5806777477264404,0.5813770890235901,0.6955975890159607,0.7151263952255249,0.8002870082855225,0.4726751446723938,0.7561506032943726,0.6071831583976746,0.6505201458930969,0.4446938931941986,0.6134347915649414,0.6211957335472107,0.613252580165863
0.704520583152771,0.7768451571464539,0.7394706606864929,0.6591601371765137,0.7446411848068237,0.7217653393745422,0.7415518760681152,0.7472754716873169,0.6248741745948792,0.5990055203437805,0.7065765857696533,0.7380079030990601,0.5891196727752686,0.5739269256591797,0.7024392485618591,0.7743827700614929,0.7423157095909119,0.3541942238807678,0.7542680501937866,0.5902290344238281,0.6531919836997986,0.4384443163871765,0.6099316477775574,0.6199793815612793,0.6126540899276733
0.7709926962852478,0.7546535134315491,0.7650202512741089,0.6433556079864502,0.7155544757843018,0.7541135549545288,0.7184019088745117,0.827741265296936,0.6405801773071289,0.5964526534080505,0.7012501955032349,0.7375826835632324,0.6369412541389465,0.6077889204025269,0.6931596398353577,0.7786919474601746,0.7286956906318665,0.36862999200820923,0.7247022390365601,0.594137966632843,0.6597162485122681,0.44469156861305237,0.5971657037734985,0.6080687642097473,0.6262903809547424
0.7933177947998047,0.7025075554847717,0.7563968896865845,0.7149767279624939,0.7596292495727539,0.7691919803619385,0.7146576642990112,0.830532431602478,0.6294124722480774,0.5870977640151978,0.6637635827064514,0.7322357892990112,0.6189494729042053,0.658663809299469,0.7151432633399963,0.767441987991333,0.7846881151199341,0.5379271507263184,0.790082573890686,0.605820894241333,0.6686453819274902,0.5000005960464478,0.6028488874435425,0.6173226237297058,0.6239025592803955
0.7060617804527283,0.7699488997459412,0.6905619502067566,0.7050127983093262,0.7621335387229919,0.7686738967895508,0.6804378628730774,0.8430684208869934,0.6669368147850037,0.5574361085891724,0.6360324025154114,0.7274011969566345,0.5797365307807922,0.6941157579421997,0.7138648629188538,0.7297410368919373,0.7433122992515564,0.41071730852127075,0.7451555132865906,0.6062201857566833,0.6642314195632935,0.48436281085014343,0.6023471355438232,0.5942546129226685,0.6256493926048279
0.7802116274833679,0.7701503038406372,0.7172011733055115,0.6224116086959839,0.7777145504951477,0.7012073397636414,0.7226927280426025,0.7901127338409424,0.6266680359840393,0.582374632358551,0.648743748664856,0.7230199575424194,0.5925387740135193,0.7316976189613342,0.7166299223899841,0.7627004384994507,0.7143124341964722,0.4657987654209137,0.6929991245269775,0.6147720813751221,0.6694254279136658,0.47613513469696045,0.5986576676368713,0.591158926486969,0.6255369782447815
0.8079915642738342,0.6843898892402649,0.7799829244613647,0.7246198058128357,0.6770177483558655,0.765907347202301,0.7589938640594482,0.8086990714073181,0.6357163786888123,0.5983307957649231,0.6093255877494812,0.7279655933380127,0.6042796969413757,0.7285845875740051,0.7247694134712219,0.7398717999458313,0.7616207003593445,0.3094947636127472,0.8313384652137756,0.6233943104743958,0.6777936816215515,0.4924106001853943,0.5945436954498291,0.5903661847114563,0.6301587224006653
0.743134617805481,0.772682785987854,0.7467260360717773,0.6874160766601562,0.8251080513000488,0.7590332627296448,0.6572116017341614,0.8052446842193604,0.5768209099769592,0.6198818683624268,0.6726224422454834,0.7354819178581238,0.541431188583374,0.7229817509651184,0.7108691334724426,0.7517079710960388,0.679691731929779,0.1447061449289322,0.7039634585380554,0.6206897497177124,0.6750059127807617,0.4872472286224365,0.6100830435752869,0.587806224822998,0.6388240456581116
0.8201777338981628,0.7234180569648743,0.7211983799934387,0.7284011244773865,0.6990554928779602,0.726819634437561,0.765533983707428,0.7932323217391968,0.6024909019470215,0.6278803944587708,0.6295660138130188,0.734326958656311,0.5371346473693848,0.7406637072563171,0.7076836228370667,0.7424762845039368,0.7517704367637634,0.1664753258228302,0.846019446849823,0.611896812915802,0.6721452474594116,0.46562880277633667,0.615460216999054,0.5910916924476624,0.6270148158073425
0.7932260632514954,0.7373291254043579,0.779670774936676,0.7027163505554199,0.6760583519935608,0.7763727307319641,0.6830347776412964,0.684607744216919,0.5325890779495239,0.6101142764091492,0.66269850730896,0.7508913278579712,0.5328758955001831,0.730992317199707,0.7003623843193054,0.78299880027771,0.7480800747871399,0.09922409802675247,0.7680648565292358,0.606506884098053,0.6618648767471313,0.4577549397945404,0.5991089344024658,0.6139408946037292,0.6403499245643616
